Quel	DETrel	quel
vis	NOMcom	vis
,	PONfbl	,
dura	VERcjg	durer
L'	DETdef	le
ire	NOMcom	ire
mortel	ADJqua	mortel
e	CONcoo	et
la	DETdef	le
haenge	NOMcom	haenge
,	PONfbl	,
Cument	ADVgen	comment
qu'	CONsub	que
a	PRE	a
la	DETdef	le
parfin	NOMcom	parfin
en	PROadv	en
prenge	VERcjg	prendre
,	PONfbl	,
Entre	PRE	entre
nus	PROper	nous
Bretuns	NOMpro	Breton
e	CONcoo	et
Engleis	NOMpro	Anglais
.	PONfrt	.

De	PRE	de
nus	PROper	nous
grever	VERinf	grever
sunt	VERcjg	être
tut	DETind	tout
tens	NOMcom	temps
freis	ADJqua	frais
;	PONfbl	;
Ja	ADVgen	ja
nul	DETind	nul
jor	NOMcom	jor
ne	ADVneg	ne
nus	PROper	nous
amerunt	VERcjg	aimer
Ne	CONcoo	ne
fei	NOMcom	foi
ne	CONcoo	ne
pais	NOMcom	paix
ne	ADVneg	ne
nus	PROper	nous
tendrunt	VERcjg	tenir
.	PONfrt	.

Membre	VERcjg	membrer
vus	PROper	vous
de	PRE	de
lur	DETpos	leur
felunies	NOMcom	félonie
,	PONfbl	,
Membre	VERcjg	membrer
vus	PROper	vous
de	PRE	de
lur	DETpos	leur
tricheries	NOMcom	tricherie
,	PONfbl	,
Membre	VERcjg	membrer
vus	PROper	vous
de	PRE	de
lur	DETpos	leur
cruelté	NOMcom	cruauté
,	PONfbl	,
Membre	VERcjg	membrer
vus	PROper	vous
qu'	CONsub	que
il	PROper	il
vus	PROper	vous
unt	VERcjg	avoir
grevé	VERppe	grever
.	PONfrt	.

Suvent	ADVgen	souvent
avez	VERcjg	avoir
dit	VERppe	dire
e	CONcoo	et
juré	VERppe	jurer
,	PONfbl	,
Mes	CONcoo	mais
vus	PROper	vous
l'	PROper	il
avez	VERcjg	avoir
tut	ADVgen	tout
trespassé	VERppe	trépasser
,	PONfbl	,
Que	CONsub	que
ja	ADVgen	ja
s'	CONsub	se
oster	VERinf	oster
les	PROper	il
poïez	VERcjg	pouvoir
En	PRE	en
cest	DETdem	cest
regne	NOMcom	règne
nes	ADVneg.PROper	ne
larrïez	VERcjg	laisser
.	PONfrt	.

Quant	CONsub	quand
vus	PROper	vous
destruire	VERinf	détruire
nes	ADVneg.PROper	ne
osez	VERcjg	oser
U	CONcoo	ou
ne	ADVneg	ne
volez	VERcjg	voloir
u	CONcoo	ou
ne	ADVneg	ne
poëz	VERcjg	pouvoir
,	PONfbl	,
Laissiez	VERcjg	laisser
l'	DETdef	le
un	PROind	un
a	PRE	a
l'	DETdef	le
autre	PROind	autre
hunir	VERinf	honnir
E	CONcoo	et
sis	ADVgen.PROper	si.le
metez	VERcjg	metre
al	PRE.DETdef	à.le
cuvenir	VERinf	convenir
.	PONfrt	.

Peanda	NOMpro	Penda
est	VERcjg	estre
des	PRE.DETdef	de.le
Engleis	NOMpro	Anglais
nez	VERppe	naistre
,	PONfbl	,
Engleis	NOMpro	Anglais
est	VERcjg	estre
tut	DETind	tout
sis	DETpos	son
parentez	NOMcom	parenté
;	PONfbl	;
Oswi	NOMpro	Oswi
est	VERcjg	estre
engleis	NOMpro	Anglais
ensement	ADVgen	ensement
.	PONfrt	.

N'	ADVneg	ne
aiez	VERcjg	avoir
vus	PROper	vous
ja	ADVgen	ja
nul	DETind	nul
marrement	NOMcom	marrement
Se	CONsub	se
l'	DETdef	le
uns	ADJind	un
mastins	NOMcom	mâtin
l'	DETdef	le
autre	PROind	autre
pelice	VERcjg	pelicier
,	PONfbl	,
L'	DETdef	le
un	ADJind	un
fel	NOMcom	félon
vers	PRE	vers
l'	DETdef	le
autre	PROind	autre
ust	VERcjg	user
sa	DETpos	son
malice	NOMcom	malice
;	PONfbl	;
Laissiez	VERcjg	laisser
l'	DETdef	le
un	PROind	un
l'	DETdef	le
autrë	PROind	autre
estrangler	VERinf	étrangler
E	CONcoo	et
l'	DETdef	le
un	PROind	un
a	PRE	a
l'	DETdef	le
autre	PROind	autre
defoler	VERinf	défouler
.	PONfbl	.
”	PONpdr	”
A	PRE	a
la	DETdef	le
parole	NOMcom	parole
Margadud	NOMpro	Margadud
Se	PROper	soi
sunt	VERcjg	être
tuit	DETind	tot
li	DETdef	le
Bretun	NOMpro	Breton
tenud	VERppe	tenir
.	PONfrt	.

Dunc	ADVgen	donc
fud	VERcjg	être
Peanda	NOMpro	Penda
rapelez	VERppe	rappeler
,	PONfbl	,
Tuz	ADVgen	tout
pleins	ADJqua	plein
cungiez	NOMcom	congé
li	PROper	il
fud	VERcjg	être
dunez	VERppe	donner
D'	PRE	de
Oswi	NOMpro	Oswi
mal	ADVgen	mal
faire	VERinf	faire
s'	CONsub	se
il	PROper	il
poeit	VERcjg	pouvoir
;	PONfbl	;
Ja	ADVgen	ja
Cadwalein	NOMpro	Cadwalan
n'	ADVneg	ne
en	PROadv	en
grucereit	VERcjg	grocer
.	PONfrt	.

Peanda	NOMpro	Penda
est	VERcjg	estre
de	PRE	de
curt	NOMcom	cour
turnez	VERppe	tourner
,	PONfbl	,
Mult	ADVgen	moult
orguillus	ADJqua	orgueilleux
e	CONcoo	et
surquidez	VERppe	surcuider
,	PONfbl	,
E	CONcoo	et
griefment	ADVgen	grièvement
Oswi	NOMpro	Oswi
guereia	VERcjg	guerroyer
E	CONcoo	et
mult	ADVgen	moult
suvent	ADVgen	souvent
le	PROper	il
damaga	VERcjg	dommager
.	PONfrt	.

E	CONcoo	et
Oswi	NOMpro	Oswi
li	PROper	il
manda	VERcjg	mander
suvent	ADVgen	souvent
E	CONcoo	et
preia	VERcjg	prier
mult	ADVgen	moult
escordement	ADVgen	escordement
Que	CONsub	que
pais	NOMcom	paix
e	CONcoo	et
triewes	NOMcom	trêve
li	PROper	il
tenist	VERcjg	tenir
Ne	CONcoo	ne
damage	NOMcom	dommage
ne	ADVneg	ne
li	PROper	il
feïst	VERcjg	faire
;	PONfbl	;
Or	NOMcom	or
e	CONcoo	et
argent	NOMcom	argent
,	PONfbl	,
se	CONsub	se
li	PROper	il
plaiseit	VERcjg	plaire
,	PONfbl	,
E	CONcoo	et
altres	DETind	autre
aveirs	NOMcom	avoir
li	PROper	il
durreit	VERcjg	donner
.	PONfrt	.

Peanda	NOMpro	Penda
dist	VERcjg	dire
que	CONsub	que
nel	ADVneg.PROper	ne
fereit	VERcjg	faire
,	PONfbl	,
Ne	CONcoo	ne
jamés	ADVgen	jamais
pais	NOMcom	paix
a	PRE	a
lui	PROper	il
n'	ADVneg	ne
avreit	VERcjg	avoir
.	PONfrt	.

Oswi	NOMpro	Oswi
ne	ADVneg	ne
fud	VERcjg	être
mie	ADVneg	mie
malveis	ADJqua	mauvais
;	PONfbl	;
Quant	CONsub	quand
il	PROper	il
vit	VERcjg	vëoir
que	CONsub	que
ne	ADVneg	ne
purreit	VERcjg	pouvoir
peis	NOMcom	pais
Ne	CONcoo	ne
cuncorde	NOMcom	concorde
ne	CONcoo	ne
triewe	NOMcom	trêve
prendre	VERinf	prendre
,	PONfbl	,
Mult	ADVgen	moult
se	PROper	soi
pena	VERcjg	pener
de	PRE	de
sei	PROper	soi
defendre	VERinf	défendre
.	PONfrt	.

L'	DETdef	le
ire	NOMcom	ire
munta	VERcjg	monter
e	CONcoo	et
engroissa	VERcjg	engrosser
,	PONfbl	,
La	DETdef	le
guerre	NOMcom	guerre
crut	VERcjg	croître
e	CONcoo	et
espeissa	VERcjg	épaisser
.	PONfrt	.

Un	DETndf	un
jor	NOMcom	jor
se	PROper	soi
sunt	VERcjg	être
entr'	PRE	entre
encuntré	VERppe	encontrer
E	CONcoo	et
par	PRE	par
ire	NOMcom	ire
se	PROper	soi
sunt	VERcjg	être
medlé	VERppe	mêler
.	PONfrt	.

Oswi	NOMpro	Oswi
ot	VERcjg	avoir
en	PRE	en
Deu	NOMpro	Dieu
grant	ADJqua	grant
fiance	NOMcom	fïance
,	PONfbl	,
Mult	ADVgen	moult
ot	VERcjg	avoir
en	PRE	en
lui	PROper	il
ferme	ADJqua	ferme
creance	NOMcom	créance
,	PONfbl	,
E	CONcoo	et
Peanda	NOMpro	Penda
mult	ADVgen	moult
s'	PROper	soi
orguilla	VERcjg	orgueiller
Es	PRE.DETdef	en
granz	ADJqua	grant
meisnees	NOMcom	maisniee
se	PROper	soi
fia	VERcjg	fier
;	PONfbl	;
Mes	CONcoo	mais
descunfit	VERppe	déconfire
fud	VERcjg	être
e	CONcoo	et
ocis	VERppe	occire
,	PONfbl	,
Od	PRE	o
lui	PROper	il
plusurs	PROind	plusieurs
de	PRE	de
ses	DETpos	son
amis	NOMcom	ami
.	PONfrt	.

Osfriz	NOMpro	Osfrid
,	PONfbl	,
ki	PROrel	qui
fud	VERcjg	être
sis	VERppe	sëoir
ainz	ADVgen	ainz
nez	VERppe	naistre
fiz	NOMcom	fils
,	PONfbl	,
En	PRE	en
la	DETdef	le
curt	NOMcom	cour
Chadwalein	NOMpro	Cadwalan
nurriz	VERppe	nourrir
,	PONfbl	,
Requist	VERcjg	requérir
e	CONcoo	et
ot	VERcjg	avoir
sun	DETpos	son
eritage	NOMcom	héritage
Sin	ADVgen.PROadv	si.en
fist	VERcjg	faire
a	PRE	a
Chadwalein	NOMpro	Cadwalan
humage	NOMcom	hommage
.	PONfrt	.

Chadwalein	NOMpro	Cadwalan
fud	VERcjg	être
bon	ADJqua	bon
justisiers	NOMcom	justicier
,	PONfbl	,
Leal	ADJqua	loyal
rei	NOMcom	roi
fud	VERcjg	être
e	CONcoo	et
dreituriers	ADJqua	droiturier
;	PONfbl	;
Quarantë	DETcar	quarante
e	CONcoo	et
oit	DETcar	huit
anz	NOMcom	an
tint	VERcjg	tenir
terre	NOMcom	terre
,	PONfbl	,
Suvent	ADVgen	souvent
ot	VERcjg	avoir
pais	NOMcom	paix
,	PONfbl	,
suvent	ADVgen	souvent
ot	VERcjg	avoir
guerre	NOMcom	guerre
;	PONfbl	;
A	PRE	a
Lundres	NOMpro	Londres
engrota	VERcjg	engroter
e	CONcoo	et
jut	VERcjg	jesir
;	PONfbl	;
Iloc	ADVgen	illuec
fina	VERcjg	finer
,	PONfbl	,
iloc	ADVgen	illuec
murut	VERcjg	mourir
.	PONfrt	.

Bretun	NOMpro	Breton
orent	VERcjg	avoir
grant	ADJqua	grant
doel	NOMcom	deuil
de	PRE	de
lui	PROper	il
,	PONfbl	,
Mes	CONcoo	mais
cuntre	PRE	contre
mort	NOMcom	mort
n'	ADVneg	ne
ad	VERcjg	avoir
nul	DETind	nul
refui	NOMcom	refui
.	PONfrt	.

Pur	PRE	pour
lui	PROper	il
lungement	ADVgen	longuement
remenbrer	VERinf	remembrer
Firent	VERcjg	faire
de	PRE	de
quivre	NOMcom	cuivre
tresjeter	VERinf	tresjeter
Un	DETndf	un
chevalier	NOMcom	chevalier
sur	PRE	sur
un	DETndf	un
cheval	NOMcom	cheval
En	PRE	en
apareillement	NOMcom	appareillement
real	ADJqua	roial
;	PONfbl	;
Dedenz	ADVgen	dedans
fud	VERcjg	être
lu	DETdef	le
cors	NOMcom	corps
le	DETdef	le
rei	NOMcom	roi
mis	VERppe	metre
,	PONfbl	,
Puis	ADVgen	puis
fud	VERcjg	être
sur	PRE	sur
une	DETndf	un
porte	NOMcom	porte
asis	VERppe	assëoir
A	PRE	a
Lundres	NOMpro	Londres
,	PONfbl	,
devers	PRE	devers
occident	NOMcom	occident
,	PONfbl	,
Iloc	ADVgen	illuec
estut	VERcjg	estovoir
mult	ADVgen	moult
lungement	ADVgen	longuement
;	PONfbl	;
Dejuste	ADVgen	dejoste
ot	VERcjg	avoir
faite	VERppe	faire
une	DETndf	un
chapele	NOMcom	chapele
De	PRE	de
saint	ADJqua	saint
Martin	NOMpro	Martin
,	PONfbl	,
mult	ADVgen	moult
riche	ADJqua	riche
e	CONcoo	et
bele	ADJqua	bel
.	PONfrt	.

Chadwaladres	NOMpro	Cadwalader
emprés	ADVgen	emprès
regna	VERcjg	régner
,	PONfbl	,
Fiz	NOMcom	fils
Chadwalein	NOMpro	Cadwalan
,	PONfbl	,
niés	NOMcom	nevo
Peanda	NOMpro	Penda
,	PONfbl	,
Niés	NOMcom	neveu
Peanda	NOMpro	Penda
,	PONfbl	,
fiz	NOMcom	fils
sa	DETpos	son
sorur	NOMcom	soeur
,	PONfbl	,
Ço	PROdem	ce
fud	VERcjg	être
uns	DETndf	un
reis	NOMcom	roi
de	PRE	de
grant	ADJqua	grant
amur	NOMcom	amour
.	PONfrt	.

En	PRE	en
sun	DETpos	son
tens	NOMcom	temps
fud	VERcjg	être
falte	NOMcom	faute
de	PRE	de
blé	NOMcom	blé
,	PONfbl	,
E	CONcoo	et
de	PRE	de
la	DETdef	le
falte	NOMcom	faute
vint	VERcjg	venir
chierté	NOMcom	cherté
,	PONfbl	,
E	CONcoo	et
de	PRE	de
la	DETdef	le
chierté	NOMcom	cherté
vint	VERcjg	venir
famine	NOMcom	famine
,	PONfbl	,
Chier	ADJqua	cher
fud	VERcjg	être
en	PRE	en
burc	NOMcom	burg
,	PONfbl	,
chier	ADJqua	chier
fu	VERcjg	estre
en	PRE	en
vile	NOMcom	vile
;	PONfbl	;
Bien	ADVgen	bien
peüssiez	VERcjg	pouvoir
treis	DETcar	trois
jorz	NOMcom	jor
errer	VERinf	errer
Ne	ADVneg	ne
trovissiez	VERcjg	trouver
a	PRE	a
achater	VERinf	acheter
Ne	CONcoo	ne
pain	NOMcom	pain
ne	CONcoo	ne
blé	NOMcom	blé
n'	CONcoo	ne
altre	DETind	autre
vitaille	NOMcom	vitaille
,	PONfbl	,
Tant	ADVgen	tant
par	ADVgen	par
ert	VERcjg	être
grant	ADJqua	grant
partut	ADVgen	partout
la	DETdef	le
faille	NOMcom	faille
.	PONfrt	.

De	PRE	de
peissuns	NOMcom	poisson
e	CONcoo	et
de	PRE	de
salvagines	NOMcom	sauvagine
,	PONfbl	,
De	PRE	de
veneisuns	NOMcom	venaison
e	CONcoo	et
de	PRE	de
racines	NOMcom	racine
,	PONfbl	,
De	PRE	de
fuilles	NOMcom	feuille
e	CONcoo	et
d'	PRE	de
erbes	NOMcom	herbe
viveient	VERcjg	vivre
,	PONfbl	,
Altre	DETind	autre
viande	NOMcom	viande
nen	ADVneg	ne
aveient	VERcjg	avoir
.	PONfrt	.

Ovoc	PRE	avec
cele	DETdem	cil
mesaventure	NOMcom	mesaventure
Revint	VERcjg	revenir
une	DETndf	un
altre	PROind	autre
altresi	ADVgen	autressi
dure	ADJqua	dur
;	PONfbl	;
Mortalité	NOMcom	mortalité
fud	VERcjg	être
grant	ADJqua	grant
de	PRE	de
gent	NOMcom	gent
Par	PRE	par
air	NOMcom	air
corrumpu	VERppe	corrompre
e	CONcoo	et
par	PRE	par
vent	NOMcom	vent
;	PONfbl	;
Es	PRE.DETdef	en
meisuns	NOMcom	maison
,	PONfbl	,
es	PRE.DETdef	en.le
champs	NOMcom	champ
e	CONcoo	et
es	PRE.DETdef	en.le
rues	NOMcom	rüe
E	CONcoo	et
as	PRE.DETdef	à.le
marchiez	NOMcom	marché
e	CONcoo	et
as	PRE.DETdef	à.le
charues	NOMcom	charrue
,	PONfbl	,
Manjant	VERppa	manger
,	PONfbl	,
alant	VERppa	aller
,	PONfbl	,
parlant	VERppa	parler
chaeient	VERcjg	choir
,	PONfbl	,
Sudement	ADVgen	soudement
senz	PRE	sans
langur	NOMcom	langueur
mureient	VERcjg	mourir
.	PONfrt	.

Muerent	VERcjg	mourir
pere	NOMcom	père
,	PONfbl	,
muerent	VERcjg	mourir
emfant	NOMcom	enfant
,	PONfbl	,
Muerent	VERcjg	mourir
seignur	NOMcom	seigneur
,	PONfbl	,
muerent	VERcjg	mourir
serjant	NOMcom	sergent
;	PONfbl	;
Muert	VERcjg	mourir
li	DETdef	le
sires	NOMcom	seignor
,	PONfbl	,
muert	VERcjg	morir
la	DETdef	le
muillier	NOMcom	moillier
,	PONfbl	,
Muerent	VERcjg	mourir
vilain	NOMcom	vilain
e	CONcoo	et
chevalier	NOMcom	chevalier
;	PONfbl	;
N'	ADVneg	ne
estuet	VERcjg	estovoir
al	PRE.DETdef	à.le
fiz	NOMcom	fils
sun	DETpos	son
pere	NOMcom	père
plaindre	VERinf	plaindre
.	PONfrt	.

Mult	ADVgen	moult
veïssiez	VERcjg	voir
poi	DETind	peu
gent	NOMcom	gent
remeindre	VERinf	remanoir
Es	PRE.DETdef	en
veies	NOMcom	voie
sultives	ADJqua	soltif
e	CONcoo	et
guastes	ADJqua	gast
;	PONfbl	;
Unques	ADVgen	onques
tel	DETind	tel
doel	NOMcom	deuil
nen	ADVneg	ne
esgardastes	VERcjg	égarder
.	PONfrt	.

Ne	ADVneg	ne
poeient	VERcjg	pouvoir
pas	ADVneg	pas
fuisuner	VERinf	foisonner
Tuit	DETind	tous
li	DETdef	le
vif	ADJqua	vif
as	PRE.DETdef	à.le
morz	NOMcom	mort
enterrer	VERinf	enterrer
;	PONfbl	;
Cil	PROdem	cel
qui	PROrel	que
le	DETdef	le
mort	NOMcom	mort
enterrer	VERinf	enterrer
dut	VERcjg	devoir
Od	PRE	o
le	DETdef	le
mort	NOMcom	mort
enterrer	VERinf	enterrer
estut	VERcjg	estovoir
.	PONfrt	.

Cil	PROdem	cel
ki	PROrel	qui
porent	VERcjg	pöoir
fuïr	VERinf	fuir
fuïrent	VERcjg	fuir
,	PONfbl	,
Lur	DETpos	leur
fieus	NOMcom	fief
e	CONcoo	et
lur	DETpos	leur
meisuns	NOMcom	maison
guerpirent	VERcjg	guerpir
,	PONfbl	,
Tant	ADVgen	tant
pur	PRE	pour
la	DETdef	le
grant	ADJqua	grant
chierté	NOMcom	cherté
de	PRE	de
blé	NOMcom	blé
,	PONfbl	,
Tant	ADVgen	tant
pur	PRE	pour
la	DETdef	le
grant	ADJqua	grant
mortalité	NOMcom	mortalité
.	PONfrt	.

En	PRE	en
sa	DETpos	son
meisun	NOMcom	maison
ad	VERcjg	avoir
mal	ADJqua	mal
espeir	NOMcom	espoir
Ki	PROrel	qui
la	DETdef	le
suen	ADJpos	son
veisin	NOMcom	voisin
veit	VERcjg	voir
ardeir	VERinf	ardre
.	PONfrt	.

Chalewadres	NOMpro	Cadwalader
,	PONfbl	,
ki	PROrel	qui
reis	NOMcom	roi
esteit	VERcjg	être
,	PONfbl	,
Ki	PROrel	qui
la	DETdef	le
terre	NOMcom	terre
guarder	VERinf	garder
deveit	VERcjg	devoir
,	PONfbl	,
En	PRE	en
Bretaine	NOMpro	Bretagne
a	PRE	a
Regnes	NOMpro	Rennes
passa	VERcjg	passer
Al	PRE.DETdef	à.le
rei	NOMcom	roi
Alain	NOMpro	Alain
,	PONfbl	,
ki	PROrel	qui
mult	ADVgen	moult
l'	PROper	il
ama	VERcjg	amer
;	PONfbl	;
Niés	NOMcom	neveu
Salemun	NOMpro	Salomon
aveit	VERcjg	avoir
esté	VERppe	être
,	PONfbl	,
Ki	PROrel	qui
sun	DETpos	son
pere	NOMcom	père
aveit	VERcjg	avoir
mult	ADVgen	moult
amé	VERppe	aimer
.	PONfrt	.

Il	PROper	il
le	PROper	il
reçut	VERcjg	recevoir
mult	ADVgen	moult
lïement	ADVgen	liément
E	CONcoo	et
cunrea	VERcjg	conréer
mult	ADVgen	moult
richement	ADVgen	richement
.	PONfrt	.

Engleterre	NOMpro	Angleterre
fud	VERcjg	être
apovrie	VERppe	appauvrir
,	PONfbl	,
Failliz	VERppe	faillir
li	DETdef	le
blez	NOMcom	blé
,	PONfbl	,
la	DETdef	le
gent	NOMcom	gent
perie	VERppe	périr
,	PONfbl	,
Le	DETdef	le
plus	ADVgen	plus
de	PRE	de
la	DETdef	le
terre	NOMcom	terre
fud	VERcjg	être
guast	ADJqua	gast
,	PONfbl	,
Qu'	CONsub	que
il	PROimp	il
n'	ADVneg	ne
i	PROadv	i
aveit	VERcjg	avoir
qui	PROrel	que
laborast	VERcjg	labourer
.	PONfrt	.

Unze	DETcar	onze
anz	NOMcom	an
e	CONcoo	et
plus	ADVgen	plus
fud	VERcjg	être
eissillie	VERppe	exiler
E	CONcoo	et
de	PRE	de
laboreurs	NOMcom	laboureur
voidie	VERppe	vider
.	PONfrt	.

Tant	ADVgen	tant
cum	CONsub	comme
des	PRE.DETdef	de.le
Bretuns	NOMpro	Breton
i	PROadv	i
aveit	VERcjg	avoir
Es	PRE.DETdef	en
munz	NOMcom	mont
e	CONcoo	et
es	PRE.DETdef	en.le
forez	NOMcom	forest
maneit	VERcjg	manoir
.	PONfrt	.

E	CONcoo	et
li	DETdef	le
Engleis	NOMpro	Anglais
ki	PROrel	qui
remés	VERppe	remanoir
erent	VERcjg	être
E	CONcoo	et
de	PRE	de
la	DETdef	le
famine	NOMcom	famine
eschaperent	VERcjg	échapper
,	PONfbl	,
E	CONcoo	et
plusur	PROind	plusieurs
ki	PROrel	qui
aprés	ADVgen	après
nasquirent	VERcjg	naître
,	PONfbl	,
Si	ADVgen	si
cum	CONsub	comme
il	PROper	il
porent	VERcjg	pöoir
mielz	ADVgen	mieux
vesquirent	VERcjg	vivre
.	PONfrt	.

Que	CONcoo	que
pur	PRE	pour
les	DETdef	le
viles	NOMcom	ville
restorer	VERinf	restaurer
,	PONfbl	,
Que	CONcoo	que
pur	PRE	pour
les	DETdef	le
terres	NOMcom	terre
laborer	VERinf	labourer
,	PONfbl	,
Unt	VERcjg	avoir
en	PRE	en
Sessuine	NOMpro	Saxe
la	ADVgen	là
mandé	VERppe	mander
U	PROrel	où
lur	DETpos	leur
anceisur	NOMcom	ancessor
furent	VERcjg	estre
né	VERppe	naître
Que	CONsub	que
od	PRE	o
femmes	NOMcom	femme
e	CONcoo	et
od	PRE	o
enfanz	NOMcom	enfant
,	PONfbl	,
Od	PRE	o
meisnies	NOMcom	maisnie
e	CONcoo	et
od	PRE	o
serjanz	NOMcom	sergent
Viengent	VERcjg	venir
tuit	PROind	tot
esforceement	ADVgen	efforciement
,	PONfbl	,
Terres	NOMcom	terre
avrunt	VERcjg	avoir
a	PRE	a
lur	DETpos	leur
talent	NOMcom	talent
.	PONfrt	.

Terre	NOMcom	terre
avrunt	VERcjg	avoir
bone	ADJqua	bon
a	PRE	a
guaainier	VERinf	gagner
;	PONfbl	;
N'	ADVneg	ne
unt	VERcjg	avoir
de	PRE	de
rien	PROind	rien
fors	ADVgen	fors
d'	PRE	de
umes	NOMcom	homme
mestier	NOMcom	mestier
.	PONfrt	.

Cil	PROdem	cel
vindrent	VERcjg	venir
mult	ADVgen	moult
espessement	ADVgen	épaissement
,	PONfbl	,
Od	PRE	o
granz	ADJqua	grant
cumpaignes	NOMcom	compagne
e	CONcoo	et
suvent	ADVgen	souvent
.	PONfrt	.

Par	PRE	par
les	DETdef	le
terres	NOMcom	terre
se	PROper	soi
herbergierent	VERcjg	héberger
,	PONfbl	,
Mult	ADVgen	moult
crurent	VERcjg	croire
e	CONcoo	et
multiplierent	VERcjg	multiplier
;	PONfbl	;
Ne	ADVneg	ne
troverent	VERcjg	trouver
kis	PROrel.PROper	qui.le
desturbast	VERcjg	détourber
Ne	CONcoo	ne
ki	PROrel	qui
les	DETdef	le
terres	NOMcom	terre
lur	PROper	leur
veast	VERcjg	vëer
;	PONfbl	;
Espessement	ADVgen	épaissement
e	CONcoo	et
suvent	ADVgen	souvent
vindrent	VERcjg	venir
;	PONfbl	;
Les	DETdef	le
custumes	NOMcom	coutume
e	CONcoo	et
les	DETdef	le
leis	NOMcom	loi
tindrent	VERcjg	tenir
Que	CONsub	que
lur	DETpos	leur
anceisur	NOMcom	ancessor
ainz	ADVgen	ainz
teneient	VERcjg	tenir
En	PRE	en
la	DETdef	le
terre	NOMcom	terre
dunt	PROrel	dont
il	PROper	il
veneient	VERcjg	venir
.	PONfrt	.

Les	DETdef	le
nuns	NOMcom	nom
,	PONfbl	,
les	DETdef	le
lages	NOMcom	lague
,	PONfbl	,
le	DETdef	le
language	NOMcom	langage
Voldrent	VERcjg	vouloir
tenir	VERinf	tenir
de	PRE	de
lur	DETpos	leur
lignage	NOMcom	lignage
;	PONfbl	;
Pur	PRE	pour
Kaer	NOMpro	Kaer
firent	VERcjg	faire
Cestre	NOMpro	Chester
dire	VERinf	dire
,	PONfbl	,
E	CONcoo	et
pur	PRE	pour
Suiz	NOMpro	Suiz
firent	VERcjg	faire
nomer	VERinf	nomer
Sire	NOMcom	seignor
,	PONfbl	,
E	CONcoo	et
Tref	NOMpro	Tref
firent	VERcjg	faire
apeler	VERinf	apeler
Tune	NOMcom	tune
;	PONfbl	;
Map	ETR	Map
est	VERcjg	estre
gualeis	NOMcom	galois
,	PONfbl	,
engleis	NOMcom	anglais
est	VERcjg	estre
Sune	ETR	Sune
,	PONfbl	,
En	PRE	en
gualeis	NOMcom	galois
est	VERcjg	estre
Kaer	NOMpro	Kaer
cité	NOMcom	cité
,	PONfbl	,
Map	ADJqua	map
fiz	NOMcom	fils
,	PONfbl	,
Tref	NOMcom	tref
vile	NOMcom	vile
,	PONfbl	,
Suiz	ETR	Suiz
cunté	VERppe	compter
,	PONfbl	,
E	CONcoo	et
alquant	PROind	alquant
dient	VERcjg	dire
que	CONsub	que
cuntree	NOMcom	contrée
Swiz	VERppe	suivre
est	VERcjg	estre
en	PRE	en
gualeis	NOMcom	galois
apelee	VERppe	appeler
E	CONcoo	et
ço	PROdem	ce
que	PROrel	que
dit	VERcjg	dire
Sire	NOMcom	seignor
en	PRE	en
engleis	NOMcom	anglais
Ço	PROdem	ce
puet	VERcjg	pöoir
estre	VERinf	estre
Suiz	VERppe	suivre
en	PRE	en
gualeis	NOMcom	galois
.	PONfrt	.

Entre	PRE	entre
Gualeis	NOMpro	Gallois
uncore	ADVgen	encore
dure	VERcjg	durer
De	PRE	de
dreit	ADJqua	droit
bretanz	NOMcom	breton
la	DETdef	le
parleüre	NOMcom	parlure
.	PONfrt	.

Les	DETdef	le
cuntez	NOMcom	comté
e	CONcoo	et
les	DETdef	le
barunies	NOMcom	baronnie
,	PONfbl	,
Les	DETdef	le
cuntrees	NOMcom	contrée
,	PONfbl	,
les	DETdef	le
seignuries	NOMcom	seigneurie
Tindrent	VERcjg	tenir
issi	ADVgen	issi
e	CONcoo	et
deviserent	VERcjg	deviser
Cume	CONsub	comme
Bretun	NOMpro	Breton
les	PROper	il
cumpasserent	VERcjg	compasser
.	PONfrt	.

A	PRE	a
cel	DETdem	cil
tens	NOMcom	temps
ert	VERcjg	être
Adelstan	NOMpro	Adelstan
reis	NOMcom	roi
;	PONfbl	;
Ço	PROdem	ce
fud	VERcjg	être
li	DETdef	le
premiers	PROord	premier
des	PRE.DETdef	de.le
Engleis	NOMpro	Anglais
Ki	PROrel	qui
ot	VERcjg	avoir
tute	DETind	tout
Engleterre	NOMpro	Angleterre
en	PRE	en
baille	NOMcom	baille
Fors	PRE	fors
sul	ADJqua	seul
Guales	NOMpro	Galles
e	CONcoo	et
Cornuaille	NOMpro	Cornouailles
;	PONfbl	;
Premier	ADJord	premier
fud	VERcjg	être
enoinz	VERppe	enoindre
e	CONcoo	et
sacrez	VERppe	sacrer
E	CONcoo	et
premierement	ADVgen	premièrement
curunez	VERppe	couronner
.	PONfrt	.

Plusur	PROind	plusieurs
dient	VERcjg	dire
qu'	CONsub	que
il	PROper	il
fud	VERcjg	être
bastard	ADJqua	bastard
.	PONfrt	.

Sis	DETpos	son
peres	NOMcom	père
fud	VERcjg	être
li	DETdef	le
reis	NOMcom	roi
Edward	NOMpro	Edward
,	PONfbl	,
Ki	PROrel	qui
pur	PRE	pour
urer	VERinf	orer
a	PRE	a
Rome	NOMpro	Rome
ala	VERcjg	aller
E	CONcoo	et
